Category,Question,Solution,Interviewer,Company
HR/Behavioral,Find query for nth max salary from employee table,"SELECT salary
FROM employees
ORDER BY salary DESC
LIMIT n-1, 1;",,Devsinc
HR/Behavioral,Rd max salary,,,Devsinc
HR/Behavioral,Find 3rd highest salary,,,Devsinc
HR/Behavioral,Th max salary? why did you use distinct in query? any other way to find 4th max?,,,Devsinc
HR/Behavioral,Fyp schema,,,EMPG
HR/Behavioral,All discussion on fyp,,,EMPG
HR/Behavioral,Coding question(related to fyp),,,EMPG
HR/Behavioral,Fyp idea,,,EMPG
HR/Behavioral,Expectation from your first company (other n salary),,,EMPG
HR/Behavioral,"Fyp discussion ->  3rd party integrations in fyp, github workflow",,,EMPG
HR/Behavioral,Short and long term goals asked,,,EMPG
HR/Behavioral,Situational question related to change in web tech stack in market and how to adapt t change win the project and team t is skilled in old tech stack,,,EMPG
HR/Behavioral,Query on fyp erd,,Rohail Akram,EMPG
HR/Behavioral,Create erd for fyp,,Rohail Akram,EMPG
HR/Behavioral,Fyp/your role,,,EMPG
HR/Behavioral,Draw erd of your fyp,,,EMPG
HR/Behavioral,Fyp related,,,EMPG
HR/Behavioral,Functional points in project,,,Esketchers
HR/Behavioral,What are the non-functional requirements of a project give some examples,,,Esketchers
HR/Behavioral,How can we measure the size of project,,,Esketchers
HR/Behavioral,Detailed discussion on fyp.,,,Esketchers
HR/Behavioral,One sql query(fyp sa hi related ek simple table ki example di  or us pa run karni ),,Mubarak Ahmad,Focusteck
HR/Behavioral,Fyp sa related question y,,Mubarak Ahmad,Focusteck
HR/Behavioral,Saal me kia teer maar lo ge.. salary expectations kia hain..,,,Focusteck
HR/Behavioral,What are some of your hobbies or interests outside of work?,,,General Questions
HR/Behavioral,What are your salary expectations?,,,General Questions
HR/Behavioral,What are your strengths and weaknesses?,,,General Questions
HR/Behavioral,Can you tell us a little bit about yourself?,,,General Questions
HR/Behavioral,What are your short-term and long-term career goals?,,,General Questions
HR/Behavioral,Fyp related questions,,,INNOVICSOFT
HR/Behavioral,Ap kya kr rhy fyp mn role,,,Ismi Technology
HR/Behavioral,Fyp stack discussion,,,MergeStack
HR/Behavioral,Nd highest salary in the database,,,NETSOL
HR/Behavioral,Question about fyp,,,OCloud Solutions
HR/Behavioral,Db query to find salary dept wise,,,OCloud Solutions
HR/Behavioral,Select employees with no salary,,,OCloud Solutions
HR/Behavioral,Find 4rth max salary,,,OCloud Solutions
HR/Behavioral,Sql query to fetch names of employees who don't have any salary in the salary table,,,OCloud Solutions
HR/Behavioral,Queries from given salary employee and department tables,,,OCloud Solutions
HR/Behavioral,Find the rd highest salary (database question),,,OCloud Solutions
HR/Behavioral,"Largest salary query -> sort, limit",,,OCloud Solutions
HR/Behavioral,Give employees with no salaries (from two different tables salary and employee),,,OCloud Solutions
HR/Behavioral,General discussion about fyp and languages you've worked with,,,PakWheels
HR/Behavioral,About fyp and your role,,,PakWheels
HR/Behavioral,How to retrieve second highest salary,,,Qbatch
HR/Behavioral,Goal in life,,,Qbatch
HR/Behavioral,Goal in long-term career,,,Qbatch
HR/Behavioral,Expected salary,,,Qbatch
HR/Behavioral,Goal in 5 years,,,Qbatch
HR/Behavioral,What's your fyp? your role in your fyp?,,,Qbatch
HR/Behavioral,Phir aapke fyp project kay bare main discussion hogi aur ussi main say questions,,,Qbatch
HR/Behavioral,"Tell me about yourself, your interests (technical and generally)",,,SSI
HR/Behavioral,Find no of employees having: salary greater n 5000 and having same name,,,SSI
HR/Behavioral,Find no of employees having salary greater n 5000,,,SSI
HR/Behavioral,Find most recent salary of employees (they have salaries updating..),,,SSI
HR/Behavioral,Fyp discussion and your contribution in the project. a couple of questions on t.,,,Tajir
HR/Behavioral,Your weaknesses.,,,Tajir
HR/Behavioral,You role in your fyp.,,,Tajir
HR/Behavioral,Fyp discussion,,,Tbox Solutionz
HR/Behavioral,Write a sql query to find rd maximum salary,,,TechnoCares
HR/Behavioral,Fyp stack discussion,,,TechnoCares
HR/Behavioral,Questions related to stacks you mentioned on your resume,,,Technosoft
HR/Behavioral,Q3) how can we measure the size of project,,,Technosoft
HR/Behavioral,Model. s is because s stage sets the foundation for the entire project and ensures t all,,,Technosoft
HR/Behavioral,"Stakeholders have a clear understanding of the project scope, objectives, and deliverables.",,,Technosoft
HR/Behavioral,Q12) what are the functional and non-functional requirements of a project give,,,Technosoft
HR/Behavioral,Where do you see yourself in the future? any goals you want to accomplish?,,,Tintash
HR/Behavioral,"Any regrets you have regarding your fyp? is there anyng in your fyp t you want to change if you are 
taken back at the time of making fyp group",,,Tintash
HR/Behavioral,What are your weakness? your strengths?,,,Tintash
HR/Behavioral,How did you selected the fyp group? is it just a group of friends or any particular reason?,,,Tintash
HR/Behavioral,Introduce yourself,,,Tintash
HR/Behavioral,Explain architecture being used in your fyp,,,Tintash
HR/Behavioral,"Explain fyp, what is your role and role of other members, what work have you done so far",,,Tintash
HR/Behavioral,Is there any major conflict with your teammates you have faced during your fyp.,,,Tintash
HR/Behavioral,"Tell me about your fyp, your role, your teammate's role, which technology stack you choose and why?
confict while selecting technology.",,,Tintash
HR/Behavioral,"You are organizing the tournament of n number of players where each player skill set is ranked between 1 and 100 (inclusive). your goal is to create teams of equal numbers of players where the skill set of all players in the single team should be an arithmetic sequence with common difference value being 1. for example (2,3,4) is the valid team, and (5,6,8) is not.",,,Tintash
HR/Behavioral,Db: find 2nd highest salary in a table,,,Viteace
HR/Behavioral,Detail fyp discussion,,,Viteace
HR/Behavioral,"Fyp discussion (why s, what do you hope to achieve, jo results atay usko evaluate kesay kro gy)",,,XIQ
HR/Behavioral,Do you have any in experience in flutter?,,Arshad Majeed ,Xavor
HR/Behavioral,Architecture of fyp,,Arshad Majeed ,Xavor
HR/Behavioral,"Fyp(your role , blockchain konsi use kr rhy , iske alternative kon konsy)",,,Xavor
HR/Behavioral,Libraries used in fyp,,Arshad Majeed ,Xavor
HR/Behavioral,Introduce yourself?,,,i2c
HR/Behavioral,What is your fyp?,,,i2c
HR/Behavioral,Your role in fyp?,,,i2c
HR/Behavioral,Starts with db of your fyp.,,,i2c
HR/Behavioral,Implementation of multi threading (in my case i had to implement on my fyp),,,i2c
HR/Behavioral,Db query to find second highest salary,,Qasim raza,i2c
HR/Behavioral,Why do your want to persue career in sqa?,,,i2c
HR/Behavioral,Weekness and strengths,,,i2c
HR/Behavioral,Your fyp? role in fyp? why s idea?,,,i2c
HR/Behavioral,Pillars  with real life (map on yourself)example,,alishan rao,i2c
OOP,Give real life example of polymorphism,,,7 Vals
OOP,Overloading and overriding,,,7 Vals
OOP,What is polymorphism,,,7 Vals
OOP,Encapsulation and write a code,,,7 Vals
OOP,What is singleton pattern? write its code,,,7 Vals
OOP,Oop :,,,7 Vals
OOP,Polymorphism,,,7 Vals
OOP,How to prevent a class from further inheritance,,,7 Vals
OOP,Overloading and overriding,,,7 Vals
OOP,Can a child class points to its parent or a parent class points to its child e.g. a a = new b() or b b = new a() a is parent b is child,,,7 Vals
OOP,Pillars of oop,,,7 Vals
OOP,What do you want to ask?,,,Arbisoft
OOP,How to check number is even/odd without using mod or & operator?(agenda is to see what you do when your implied solution fails and you have to find a solution out of box),,,Arbisoft
OOP,Fibbonacci,,,Arbisoft
OOP,Which class area fun will be called and why,,,Arbisoft
OOP,Shape* s=new circle();,,,Arbisoft
OOP,Polymorphism,,,Arbisoft
OOP,Deep copy vs shallow copy,,,Arbisoft
OOP,Why copy constructor used,,,Arbisoft
OOP,"Inheritance (super vs sub class)
polymorphism
constructor vs estructor 
(real world examples)",,,Arbisoft
OOP,"File handling, append and write mode. difference, how to use them in java?",,,Arbisoft
OOP,Multilevel or multiple inheritance,,,Arbisoft
OOP,Inheritances ki types,,,Arbisoft
OOP,Design patterns,,,Arrivy
OOP,Coding illustration of basic oop concepts,,,Ashlar
OOP,Basic oop (what and why) and real life examples,,,Ashlar
OOP,"Interface, static, abstract classes can not instantiate an object.",,,BinaryBrix
OOP,"Inheritance and its types
multi-level and multiple",,,Blackstack
OOP,Polymorphism,,,Blackstack
OOP,"Diamond problem (what is it, how to solve)",,,Blackstack
OOP,Find all employees having same manager_id,,,BrainX
OOP,If child class provide definition to abstract function it would be overriding or overloding?,,,BrainX
OOP,"Inheritance, inheritance types, diamond problem, abstract functions, abstract class, interface, friend function, friend class, polymorphism, overriding, overloading, constructor vs destructor, copy constructor, shallow and deep copy",,,BrainX
OOP,How to avoid memory leakage,,,BrainX
OOP,"Pointer vs reference, memory leakage, dangling pointer, access modifiers, static vs dynamic meory allocation",,,BrainX
OOP,And 5 litre jug problem (measure 4 litre water),,,BrainX
OOP,Find difference of sum of left and right diagonal of 3x3 matrix in o(n),,,BrainX
OOP,Problems:,,,BrainX
OOP,"If rd is inheriting from two classes and parent classes have same name function 
how to tackle t?",,,BrainX
OOP,Inheritance types? multi level vs multiple?,,,BrainX
OOP,What cohesion does?,,,BrainX
OOP,Can we private constructor in class and benfit of it.,,,BrainX
OOP,Static keyword,,,BrainX
OOP,Polymorphism real world expample,,,BrainX
OOP,Abstraction vs encapsulation,,,BrainX
OOP,Which class constructor will be called in inheritance,,,BrainX
OOP,Virtual functions,,,BrainX
OOP,What is diamong problem? how to solve it,,,BrainX
OOP,Dynamic binding,,,BrainX
OOP,Funtion overloading/overriding,,,BrainX
OOP,Pillars of oop,,,BrainX
OOP,"Difference between let,var,const?",,,Celestial Technology
OOP,Hoisting?,,,Celestial Technology
OOP,Clousure?,,,Celestial Technology
OOP,Callbacks?,,,Celestial Technology
OOP,If we have callbacks  why promisses?,,,Celestial Technology
OOP,Async await?,,,Celestial Technology
OOP,What are hooks?,,,Celestial Technology
OOP,Useeffect hook?,,,Celestial Technology
OOP,What are sideeffects?,,,Celestial Technology
OOP,What are props?,,,Celestial Technology
OOP,What is redux?,,,Celestial Technology
OOP,Express:,,,Celestial Technology
OOP,Features of express?,,,Celestial Technology
OOP,Usestate hook?,,,Celestial Technology
OOP,Some basic concepts like,,,Celestial Technology
OOP,Db basic concepts.,,,Celestial Technology
OOP,Physical or logical arrangement of network is __________ (topology),,,Cinnova
OOP,Pillars of oop,,,Cinnova
OOP,"Given a scenario, explain what relationship holds there (1-many etc)",,,Cinnova
OOP,Types of relationships in db,,,Cinnova
OOP,Which network topology requires a central controller or hub? (star),,,Cinnova
OOP,Specification is also known as srs document.(black box),,,Cinnova
OOP,Smallest unit of data in computer(bits),,,Cinnova
OOP,Public class array,,,Cinnova
OOP,System.out.println(root.data());,,,Cinnova
OOP,Func(root.right());,,,Cinnova
OOP,Func(root.left());,,,Cinnova
OOP,Public void func(tree root),,,Cinnova
OOP,What is software engineering?(application of engineering principles to the design a software),,,Cinnova
OOP,System.out.println(arr[4]);,,,Cinnova
OOP,System.out.println(arr[2]);,,,Cinnova
OOP,"Int []arr = {1,2,3,4,5};",,,Cinnova
OOP,Public static void main(string args[]),,,Cinnova
OOP,Explain inheritance with code example using constructors,,,Codefulcrum
OOP,"Oop, the difference between array, linkedlist.",,,Codefulcrum
OOP,Is a/has a relation,,,Copy of Qbatch
OOP,Group by kb use krty hn,,,Copy of Qbatch
OOP,Having or where m diff,,,Copy of Qbatch
OOP,Cookies session,,,Copy of Qbatch
OOP,Overriding overloading,,,Copy of Qbatch
OOP,Interface ki implementation diamond problem ko solve krny k liy,,,Copy of Qbatch
OOP,Abstraction or encapsulation m diff,,,Copy of Qbatch
OOP,Abstract class vs interfaces,,,Copy of Qbatch
OOP,Autication vs authorization,,,Copy of Qbatch
OOP,Queries thein,,,Copy of Qbatch
OOP,Overloading vs overriding,,,Denv Tech
OOP,Polymorphism,,,Denv Tech
OOP,Static - inheritence..,,,Denv Tech
OOP,Abstraction vs encap,,,Denv Tech
OOP,Total types of inheritance,,,Denv Tech
OOP,Final are overloaded or overridden,"overloaded but can not overidden. The final keyword is a non-access modifier used for classes, attributes and methods, which makes them non-changeable (impossible to inherit or override).

The final keyword is useful when you want a variable to always store the same value, like PI (3.14159...).

The final keyword is called a ""modifier"".",,Devsinc
